,Energy,Trip,Style,Motor_Way,City,Country_Road,Tire_Type,Consumptions
0,0.0,0.0,[],,,,[],[]
1,9.9,20.0,['Normal'],1.0,1.0,1.0,['Summer tires'],[]
2,14.3,189.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.27
3,16.28,105.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.27
4,9.9,20.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.27
5,8.68,91.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.27
6,12.8,100.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.27
7,22.0,64.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.54
8,7.14,69.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.54
9,12.55,119.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.54
10,15.9,147.0,['Normal'],0.0,1.0,1.0,['Summer tires'],9.24
11,8.3,115.0,['Normal'],0.0,1.0,1.0,['Summer tires'],9.24
12,11.2,125.0,['Normal'],0.0,1.0,1.0,['Summer tires'],8.96
13,16.2,43.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.48
14,8.8,60.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.48
15,13.4,56.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.48
16,9.9,7.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.48
17,0.66,131.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.48
18,17.4,145.0,['Normal'],1.0,1.0,1.0,['Summer tires'],10.32
19,6.6,48.0,['Normal'],1.0,1.0,1.0,['Summer tires'],10.32
20,5.0,88.0,['Normal'],1.0,1.0,1.0,['Summer tires'],10.32
21,18.5,77.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.18
22,10.0,31.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.18
23,5.0,104.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.18
24,5.0,104.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.18
25,6.3,24.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.28
26,11.85,93.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.28
27,11.85,93.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.28
28,4.11,3.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.28
29,2.3,42.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.28
30,14.5,154.0,['Normal'],1.0,1.0,1.0,['Summer tires'],9.42
31,0.0,0.0,[],,,,[],9.42
32,27.72,125.0,['Normal'],1.0,1.0,1.0,['Summer tires'],22.18
33,4.8,10.0,['Normal'],0.0,1.0,1.0,['Summer tires'],48.0
34,11.7,86.0,['Normal'],0.0,1.0,1.0,['Summer tires'],13.6
35,4.62,67.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.52
36,12.0,10.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.52
37,8.0,69.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.52
38,6.6,69.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.52
39,6.7,31.0,['Normal'],0.0,1.0,1.0,['Winter tires'],21.61
40,2.8,10.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.39
41,2.9,21.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.39
42,5.4,34.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.88
43,5.4,34.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.88
44,19.2,69.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.36
45,5.0,65.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.36
46,6.4,28.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.36
47,9.5,69.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.36
48,3.3,22.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.0
49,1.3,23.0,['Normal'],0.0,1.0,1.0,['Winter tires'],9.63
50,5.8,100.0,['Normal'],0.0,1.0,1.0,['Winter tires'],9.63
51,11.22,30.0,['Normal'],0.0,1.0,1.0,['Winter tires'],9.63
52,4.0,63.0,['Normal'],0.0,1.0,1.0,['Winter tires'],9.63
53,4.4,50.0,['Normal'],0.0,1.0,1.0,['Winter tires'],9.63
54,7.4,108.0,['Normal'],0.0,1.0,1.0,['Winter tires'],9.63
55,4.6,93.0,['Normal'],0.0,1.0,1.0,['Winter tires'],9.63
56,15.4,95.0,['Normal'],0.0,1.0,1.0,['Winter tires'],9.63
57,16.5,101.0,['Normal'],0.0,1.0,1.0,['Winter tires'],16.34
58,17.82,23.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.03
59,8.14,121.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.03
60,17.38,95.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.29
61,8.8,47.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.72
62,0.0,0.0,[],,,,[],18.72
63,17.6,52.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.58
64,2.09,60.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.58
65,16.0,50.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.44
66,7.1,20.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.44
67,4.2,17.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.44
68,2.7,85.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.44
69,10.1,47.0,['Normal'],0.0,1.0,1.0,['Winter tires'],21.49
70,14.0,80.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.5
71,15.2,80.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.0
72,15.2,80.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.0
73,7.54,23.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.48
74,6.8,37.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.48
75,11.0,59.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.48
76,8.4,74.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.48
77,14.0,75.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.67
78,16.9,94.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.98
79,10.7,36.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.22
80,9.1,79.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.22
81,10.0,41.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.71
82,3.6,28.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.71
83,9.4,48.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.58
84,15.1,90.0,['Normal'],0.0,1.0,1.0,['Winter tires'],16.78
85,4.6,44.0,['Normal'],0.0,1.0,1.0,['Winter tires'],10.45
86,22.3,47.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.9
87,3.8,80.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.9
88,16.98,66.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.9
89,5.67,65.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.9
90,17.4,60.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.11
91,14.7,108.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.11
92,16.0,46.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.35
93,0.0,0.0,[],,,,[],19.35
94,7.0,73.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.35
95,10.3,33.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.35
96,10.0,41.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.35
97,4.1,52.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.35
98,6.67,25.0,['Normal'],0.0,1.0,1.0,['Winter tires'],16.11
99,10.66,2.0,['Normal'],0.0,1.0,1.0,['Winter tires'],16.11
100,6.4,59.0,['Normal'],0.0,1.0,1.0,['Winter tires'],16.11
101,1.4,70.0,['Normal'],0.0,1.0,1.0,['Winter tires'],16.11
102,6.0,35.0,['Normal'],0.0,1.0,1.0,['Winter tires'],17.14
103,21.97,109.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.25
104,16.1,42.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.25
105,3.9,4.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.25
106,9.9,70.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.25
107,11.0,32.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.25
108,7.1,75.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.25
109,7.4,154.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.25
110,13.36,109.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.25
111,8.1,30.0,['Normal'],0.0,1.0,1.0,['Winter tires'],20.2
112,13.92,84.0,['Normal'],0.0,1.0,1.0,['Winter tires'],20.2
113,9.7,43.0,['Normal'],0.0,1.0,1.0,['Winter tires'],20.2
114,11.5,72.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.97
115,15.78,73.0,['Normal'],0.0,1.0,1.0,['Winter tires'],21.62
116,12.2,45.0,['Normal'],0.0,1.0,1.0,['Winter tires'],21.7
117,6.9,43.0,['Normal'],0.0,1.0,1.0,['Winter tires'],21.7
118,14.8,71.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.21
119,15.8,77.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.21
120,10.0,75.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.21
121,12.03,51.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.61
122,21.3,24.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.61
123,3.2,52.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.61
124,0.0,0.0,[],,,,[],19.61
125,7.0,95.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.61
126,11.6,111.0,['Normal'],0.0,1.0,1.0,['Winter tires'],9.64
127,7.1,83.0,['Normal'],0.0,1.0,1.0,['Winter tires'],9.64
128,11.18,29.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.98
129,11.23,63.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.98
130,13.15,86.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.98
131,10.0,31.0,['Normal'],0.0,1.0,1.0,['Winter tires'],23.14
132,14.7,71.0,['Normal'],0.0,1.0,1.0,['Winter tires'],23.14
133,7.0,35.0,['Normal'],0.0,1.0,1.0,['Winter tires'],23.14
134,20.0,28.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.08
135,2.9,22.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.08
136,6.0,52.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.08
137,7.3,87.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.08
138,3.57,31.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.08
139,10.0,53.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.87
140,19.19,72.0,['Normal'],0.0,1.0,1.0,['Winter tires'],23.07
141,7.8,45.0,['Normal'],0.0,1.0,1.0,['Winter tires'],23.07
142,9.4,47.0,['Normal'],0.0,1.0,1.0,['Winter tires'],20.0
143,10.1,49.0,['Normal'],0.0,1.0,1.0,['Winter tires'],20.61
144,7.1,48.0,['Normal'],0.0,1.0,1.0,['Winter tires'],14.79
145,22.0,21.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.15
146,4.4,32.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.15
147,2.0,88.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.15
148,11.36,42.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.15
149,6.0,56.0,['Normal'],0.0,1.0,1.0,['Winter tires'],19.15
150,22.1,153.0,['Normal'],0.0,1.0,1.0,['Winter tires'],14.44
151,16.1,87.0,['Normal'],0.0,1.0,1.0,['Winter tires'],18.51
152,12.1,73.0,['Normal'],0.0,1.0,1.0,['Winter tires'],16.58
153,12.1,120.0,['Normal'],0.0,1.0,1.0,['Winter tires'],10.62
154,6.8,58.0,['Normal'],0.0,1.0,1.0,['Winter tires'],10.62
155,0.0,0.0,[],,,,[],10.62
156,19.4,93.0,['Normal'],0.0,1.0,1.0,['Winter tires'],20.86
157,24.6,123.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.14
158,7.4,17.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.14
159,9.6,82.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.14
160,13.5,142.0,['Normal'],0.0,1.0,1.0,['Winter tires'],15.14
161,11.0,32.0,['Normal'],0.0,1.0,1.0,['Winter tires'],16.08
162,10.6,79.0,['Normal'],0.0,1.0,1.0,['Winter tires'],16.08
163,10.4,88.0,['Normal'],0.0,1.0,1.0,['Winter tires'],16.08
164,14.7,124.0,['Normal'],0.0,1.0,1.0,['Summer tires'],13.67
165,8.0,42.0,['Normal'],0.0,1.0,1.0,['Summer tires'],13.67
166,14.4,43.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.41
167,9.4,102.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.41
168,11.0,49.0,['Normal'],0.0,1.0,1.0,['Summer tires'],13.18
169,3.1,58.0,['Normal'],0.0,1.0,1.0,['Summer tires'],13.18
170,8.36,48.0,['Normal'],0.0,1.0,1.0,['Summer tires'],17.42
171,10.4,9.0,['Normal'],0.0,1.0,1.0,['Summer tires'],15.32
172,13.0,45.0,['Normal'],0.0,1.0,1.0,['Summer tires'],15.32
173,4.0,46.0,['Normal'],0.0,1.0,1.0,['Summer tires'],15.32
174,6.2,48.0,['Normal'],0.0,1.0,1.0,['Summer tires'],15.32
175,2.4,87.0,['Normal'],0.0,1.0,1.0,['Summer tires'],15.32
176,8.9,47.0,['Normal'],0.0,1.0,1.0,['Summer tires'],18.94
177,17.0,47.0,['Normal'],0.0,1.0,1.0,['Summer tires'],17.35
178,8.8,76.0,['Normal'],0.0,1.0,1.0,['Summer tires'],17.35
179,12.14,81.0,['Normal'],0.0,1.0,1.0,['Summer tires'],17.35
180,4.4,40.0,['Normal'],0.0,1.0,1.0,['Summer tires'],17.35
181,8.5,94.0,['Normal'],0.0,1.0,1.0,['Summer tires'],9.04
182,18.1,82.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.78
183,11.0,95.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.78
184,4.93,23.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.78
185,6.4,32.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.78
186,0.0,0.0,[],,,,[],16.78
187,19.7,25.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.78
188,2.45,116.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.78
189,9.1,46.0,['Normal'],0.0,1.0,1.0,['Summer tires'],19.78
190,11.0,45.0,['Normal'],0.0,1.0,1.0,['Summer tires'],15.17
191,11.3,102.0,['Normal'],0.0,1.0,1.0,['Summer tires'],15.17
192,12.0,79.0,['Normal'],0.0,1.0,1.0,['Summer tires'],15.71
193,11.09,68.0,['Normal'],0.0,1.0,1.0,['Summer tires'],15.71
194,13.2,43.0,['Normal'],0.0,1.0,1.0,['Summer tires'],15.79
195,6.6,48.0,['Normal'],0.0,1.0,1.0,['Summer tires'],15.79
196,5.94,72.0,['Normal'],0.0,1.0,1.0,['Summer tires'],15.79
197,22.0,122.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.23
198,14.6,102.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.23
199,3.52,58.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.23
200,8.2,29.0,['Normal'],0.0,1.0,1.0,['Summer tires'],12.81
201,8.2,99.0,['Normal'],0.0,1.0,1.0,['Summer tires'],12.81
202,25.0,138.0,['Normal'],0.0,1.0,1.0,['Summer tires'],11.54
203,9.7,180.0,['Normal'],0.0,1.0,1.0,['Summer tires'],11.54
204,5.01,31.0,['Normal'],0.0,1.0,1.0,['Summer tires'],11.54
205,3.8,25.0,['Normal'],0.0,1.0,1.0,['Summer tires'],11.54
206,13.5,120.0,['Normal'],0.0,1.0,1.0,['Summer tires'],11.54
207,11.0,42.0,['Normal'],0.0,1.0,1.0,['Summer tires'],13.01
208,4.62,44.0,['Normal'],0.0,1.0,1.0,['Summer tires'],13.01
209,5.2,74.0,['Normal'],0.0,1.0,1.0,['Summer tires'],13.01
210,23.0,23.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.14
211,2.0,88.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.14
212,5.4,39.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.14
213,7.48,21.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.14
214,7.58,19.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.14
215,4.4,119.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.14
216,23.2,135.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.91
217,0.0,0.0,[],,,,[],14.91
218,4.7,30.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.91
219,10.34,45.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.91
220,7.1,94.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.91
221,3.3,23.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.35
222,15.93,91.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.51
223,16.1,86.0,['Normal'],1.0,1.0,1.0,['Summer tires'],20.21
224,3.1,9.0,['Normal'],1.0,1.0,1.0,['Summer tires'],20.21
225,13.4,115.0,['Normal'],1.0,1.0,1.0,['Summer tires'],11.65
226,20.71,117.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.75
227,2.2,6.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.75
228,17.8,76.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.75
229,2.3,74.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.75
230,28.0,164.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.77
231,3.0,26.0,['Normal'],0.0,1.0,1.0,['Summer tires'],12.77
232,2.7,74.0,['Normal'],1.0,1.0,1.0,['Summer tires'],12.77
233,4.9,30.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.33
234,2.7,24.0,['Normal'],1.0,1.0,1.0,['Summer tires'],11.25
235,8.8,59.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.92
236,20.1,24.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.17
237,1.6,44.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.17
238,3.4,46.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.17
239,2.0,44.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.17
240,5.5,19.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.17
241,6.2,53.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.17
242,9.7,28.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.17
243,4.4,62.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.17
244,12.19,109.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.17
245,19.0,21.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.62
246,3.1,67.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.62
247,6.8,97.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.62
248,0.0,0.0,[],,,,[],15.62
249,17.4,21.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.73
250,2.0,25.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.73
251,4.4,19.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.73
252,5.1,77.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.73
253,5.1,74.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.73
254,4.0,38.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.73
255,4.21,24.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.73
256,2.42,25.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.73
257,5.1,37.0,['Normal'],1.0,1.0,1.0,['Summer tires'],13.78
258,20.9,114.0,['Normal'],1.0,1.0,1.0,['Summer tires'],18.33
259,12.8,56.0,['Normal'],1.0,1.0,1.0,['Summer tires'],22.86
260,12.9,67.0,['Normal'],1.0,1.0,1.0,['Summer tires'],11.02
261,14.0,177.0,['Normal'],1.0,1.0,1.0,['Summer tires'],11.02
262,16.86,70.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.46
263,15.51,57.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.46
264,7.1,99.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.46
265,11.35,30.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.03
266,13.82,127.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.03
267,11.0,55.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.89
268,9.7,84.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.89
269,17.6,64.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.75
270,3.2,77.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.75
271,17.6,110.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.0
272,16.59,103.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.11
273,10.6,70.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.14
274,7.6,54.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.07
275,7.6,52.0,['Normal'],1.0,1.0,1.0,['Summer tires'],14.62
276,12.1,110.0,['Normal'],1.0,1.0,1.0,['Summer tires'],11.0
277,12.0,72.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.67
278,11.0,69.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.94
279,0.0,0.0,[],,,,[],15.94
280,12.0,70.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.14
281,20.0,112.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.43
282,9.0,76.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.43
283,7.67,35.0,['Normal'],1.0,1.0,1.0,['Summer tires'],21.91
284,14.96,24.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.23
285,6.1,52.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.23
286,5.0,25.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.23
287,7.0,133.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.23
288,14.6,79.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.23
289,16.95,95.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.33
290,17.21,87.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.33
291,10.6,79.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.33
292,16.84,95.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.33
293,14.3,82.0,['Normal'],1.0,1.0,1.0,['Summer tires'],17.33
294,14.5,73.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.44
295,15.6,122.0,['Normal'],1.0,1.0,1.0,['Summer tires'],15.44
296,19.9,119.0,['Normal'],1.0,1.0,1.0,['Summer tires'],16.72
297,16.06,100.0,['Normal'],0.0,1.0,1.0,['Summer tires'],16.06
298,5.04,56.0,['Normal'],0.0,1.0,1.0,['Summer tires'],9.0
299,10.5,67.0,['Normal'],0.0,1.0,1.0,['Summer tires'],15.67
300,15.5,52.0,['Normal'],0.0,1.0,1.0,['Summer tires'],17.14
301,11.0,95.0,['Normal'],0.0,1.0,1.0,['Summer tires'],17.14
302,9.69,55.0,['Normal'],0.0,1.0,1.0,['Summer tires'],17.14
303,8.2,57.0,['Normal'],0.0,1.0,1.0,['Summer tires'],17.14
304,17.5,87.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.29
305,13.9,74.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.29
306,8.5,12.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.29
307,13.0,76.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.29
308,14.5,73.0,['Normal'],0.0,1.0,1.0,['Summer tires'],14.29
